PRODUCTNAME;DESCRIPTION;IMGURL;PRICE;CODE;SLEVA;KATEGORIE;PARAMETRY;AKCE;DOPORUCUJEME;DAREK;MATERIAL;DOSTUPNOST;STANDARD_PRICE;ROZMERY;BARVY
Ratanová sedací souprava Rio De Janeiro polstry hnědozelené;Super akce!!! Ratanová sedací souprava je vyrobena z přírodního ratanu z masivních ratanových tyčí. Součástí soupravy je pohovka, 2 křesla, stolek a sada polstrů.;/nabytek_doplnky/nahledy/3168.jpg;11990;594;Sleva 42%;Sedací soupravy malé;Konstrukce ratanové sedací soupravy je na většině míst trojitá a tím velice pevná. Křesla a pohovka jsou velice pohodlné díky rozložitému tvaru a  kvalitním polštářům. Barva ratanové kontrukce a výpletu je medová. Velikost pohovky je 118x75x74 cm, nosnost 180 kg. Velikost křesla je 68x75x74 cm, nosnost křesla je 125 kg. Výška sedu je 44 cm. Stolek má průměr 65 cm a je 52 cm vysoký.;1;0;1;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Roma ratan kubu polstry béžové oválný stolek;Nádherná ratanová sedací souprava vyrobená z přírodního ratanu s výpletem z ratanu kubu v šedé barvě. Souprava se skládá ze 2 pohodlných křesel s polstry a stolku se skleněnou deskou.;/nabytek_doplnky/nahledy/3500.jpg;9450;158787 béž;;Sedací soupravy malé;Materiál konstrukce je přírodní ratan kubu v přírodní šedé barvě. Materiál výpletu je ratan kubu v přírodní šedé barvě. Ratan kubu se vyznačuje velkou pevností a odolností. Křeslo má díky tomu velice pevnou konstrukci Velikost křesla je 64x63x90 cm, nosnost křesla je 125 kg Velikost stolku je 81x47x55 cm ;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Roma ratan kubu polstry šedomodré oválný stolek;Nádherná ratanová sedací souprava vyrobená z přírodního ratanu s výpletem z ratanu kubu v šedé barvě. Souprava se skládá ze 2 pohodlných křesel s polstry a stolku se skleněnou deskou.;/nabytek_doplnky/nahledy/3501.jpg;9450;158787 mod;;Sedací soupravy malé;Materiál konstrukce je přírodní ratan kubu v přírodní šedé barvě. Materiál výpletu je ratan kubu v přírodní šedé barvě. Ratan kubu se vyznačuje velkou pevností a odolností. Křeslo má díky tomu velice pevnou konstrukci Velikost křesla je 64x63x90 cm, nosnost křesla je 125 kg Velikost stolku je 81x47x55 cm ;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Roma velká ratan kubu polstry béžové;Nádherná ratanová sedací souprava vyrobená z přírodního ratanu s výpletem z ratanu kubu v šedé barvě. Souprava se skládá ze 2 pohodlných křesel, pohovky, stolku se skleněnou deskou a sady polstrů;/nabytek_doplnky/nahledy/3286.jpg;15990;158789;;Sedací soupravy malé;Materiál konstrukce je přírodní ratan kubu v přírodní šedé barvě. Materiál výpletu je ratan kubu v přírodní šedé barvě. Ratan kubu se vyznačuje velkou pevností a odolností. Křeslo má díky tomu velice pevnou konstrukci Velikost pohovky je 115x65x90 cm, nosnost 230 kg Velikost křesla je 64x63x90 cm, nosnost křesla je 125 kg Velikost stolku je 81x47x55 cm ;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Roma velká ratan kubu polstry šedomodré;Nádherná ratanová sedací souprava vyrobená z přírodního ratanu s výpletem z ratanu kubu v šedé barvě. Souprava se skládá ze 2 pohodlných křesel, pohovky, stolku se skleněnou deskou a sady polstrů;/nabytek_doplnky/nahledy/3305.jpg;15990;158789 modrý;;Sedací soupravy malé;Materiál konstrukce je přírodní ratan kubu v přírodní šedé barvě. Materiál výpletu je ratan kubu v přírodní šedé barvě. Ratan kubu se vyznačuje velkou pevností a odolností. Křeslo má díky tomu velice pevnou konstrukci Velikost pohovky je 115x65x90 cm, nosnost 230 kg Velikost křesla je 64x63x90 cm, nosnost křesla je 125 kg Velikost stolku je 81x47x55 cm ;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Roma velká s taburetkou ratan kubu polstry šedomodré;Nádherná ratanová sedací souprava vyrobená z přírodního ratanu s výpletem z ratanu kubu v šedé barvě. Souprava se skládá ze 2 pohodlných křesel, pohovky, stolku se skleněnou deskou a sady polstrů;/nabytek_doplnky/nahledy/3307.jpg;17990;158790 modrý;;Sedací soupravy malé;Materiál konstrukce je přírodní ratan kubu v přírodní šedé barvě. Materiál výpletu je ratan kubu v přírodní šedé barvě. Ratan kubu se vyznačuje velkou pevností a odolností. Křeslo má díky tomu velice pevnou konstrukci Velikost pohovky je 115x65x90 cm, nosnost 230 kg Velikost křesla je 64x63x90 cm, nosnost křesla je 125 kg Velikost taburetky je 59x40x40 cm, nosnost 125 kg Velikost stolku je 81x47x55 cm ;0;0;0;;2 až 3 týdny;0;;
Ratanová sedací souprava Safari;Luxusní ratanová sedací souprava sestávající se ze 2 velice pohodlných křesel s područkami a vysokým opěradlem zajišťujícím velice pohodlné posezení a stolku se skleněnou deskou.;/nabytek_doplnky/nahledy/668.jpg, /nabytek_doplnky/nahledy/4_668.jpg;6490;151274;;Sedací soupravy malé;Souprava obsahuje 2 křesla o velikosti 56x64x86 cm, nosnost 110 kg, výška posedu 46 cm, stolek se skleněnou deskou výška 50 cm, průměr 50 cm. Konsktukce i výplet je vyroben z přírodního ratanu. Barva medová v kombinaci s vymývanou hnědou barvou = originální design.;0;0;0;;2 až 3 týdny;0;;
Ratanová sedací souprava Sandra Brown Wash polstry látka Ebony;Ratanový nábytek - ratanová sedací souprava z přírodního ratanu s masivní ratanovou konstrukcí a výpletem z ratanového proutí. Souprava je velice kvalitně zpracována a jistě bude chloubou každého interiéru.;/nabytek_doplnky/nahledy/2601.jpg, /nabytek_doplnky/nahledy/2_2601.jpg;21900;579 B;;Luxusní sedací soupravy a pohovky;Velikost křesla 95x90x90 cm, nosnost křesla 130 kg. Velikost pohovky 95x190x90 cm, nosnost pohovky 300 kg. Velikost stolku se skleněnou deskou je 90x50x54 cm. Barva ratanové konstrukce i výpletu je brown wash - medová s vymývanou hnědou. Soupravu dopravíme zdarma po celé České republice.;0;0;0;;2 až 3 týdny;0;;
Ratanová sedací souprava Sandra hnědá polstry látka Ebony;Ratanový nábytek - ratanová sedací souprava z přírodního ratanu s masivní ratanovou konstrukcí a výpletem z ratanového proutí. Souprava je velice kvalitně zpracována a jistě bude chloubou každého interiéru.;/nabytek_doplnky/nahledy/2602.jpg, /nabytek_doplnky/nahledy/2_2602.jpg;19900;578 B;;Luxusní sedací soupravy a pohovky;Velikost křesla 95x90x90 cm, nosnost křesla 130 kg. Velikost pohovky 95x190x90 cm, nosnost pohovky 300 kg. Velikost stolku se skleněnou deskou je 90x50x54 cm. Barva ratanové konstrukce i výpletu je hnědá. Soupravu dopravíme zdarma po celé České republice.;0;0;0;;2 až 3 týdny;0;;
Ratanová sedací souprava Sandra koňak polstry látka Ebony;Ratanový nábytek - ratanová sedací souprava z přírodního ratanu s masivní ratanovou konstrukcí a výpletem z ratanového proutí. Souprava je velice kvalitně zpracována a jistě bude chloubou každého interiéru.;/nabytek_doplnky/nahledy/2170.jpg, /nabytek_doplnky/nahledy/2_2170.jpg;19900;553 B;;Luxusní sedací soupravy a pohovky;Velikost křesla 95x90x90 cm, nosnost křesla 130 kg. Velikost pohovky 95x190x90 cm, nosnost pohovky 300 kg. Velikost stolku se skleněnou deskou je 90x50x54 cm. Barva ratanové konstrukce i výpletu je koňak. Soupravu dopravíme zdarma po celé České republice.;0;0;0;;2 až 3 týdny;0;;
Ratanová sedací souprava Sandra medová polstry látka Ebony;Ratanový nábytek - ratanová sedací souprava z přírodního ratanu s masivní ratanovou konstrukcí a výpletem z ratanového proutí. Souprava je velice kvalitně zpracována a jistě bude chloubou každého interiéru.;/nabytek_doplnky/nahledy/2605.jpg, /nabytek_doplnky/nahledy/2_2605.jpg;19990;535 B;;Luxusní sedací soupravy a pohovky;Velikost křesla 95x90x90 cm, nosnost křesla 130 kg. Velikost pohovky 95x190x90 cm, nosnost pohovky 300 kg. Velikost stolku se skleněnou deskou je 90x50x54 cm. Barva ratanové konstrukce i výpletu je medová. Soupravu dopravíme zdarma po celé České republice.;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Selangor 3+1 ovál, polstry bílé;Ratanový nábytek -  sedací souprava z přírodního ratanu s pevnou ratanovou konstrukcí a výpletem z ratanových proutků průměru cca 3 mm. Proutky jsou barveny zvlášť ještě před vypletením což dodává soupravě vyjímečný design;/nabytek_doplnky/nahledy/1141.jpg;6990;151241;;Sedací soupravy malé;Barva ratanové konstrukce je hnědá, barva výpletu je wicker mix Velikost křesla je 59x60x81 cm, nosnost křesla 110 kg. Velikost lavice je 59x105x81 cm, nosnost lavice 170 kg. Vvelikost stolku se skleněnou deskou je72x42x50 cm. Polstry jsou vyrobeny v ČR. Soupravu dopravíme ZDARMA po celé ČR ;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Tazmania;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s barvou konstrukce odpovádající fotografii výrobku,obsahuje 2 křesla a stolek se sklem;/nabytek_doplnky/nahledy/511.jpg;5990;151725;Sleva 34%;Sedací soupravy malé;Masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce cognac, rozměr křesla 76x63x80 cm, stolek výška 62 cm, průměr stolku 60 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma ;1;0;1;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Tazmania hnědá;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s barvou konstrukce odpovádající fotografii výrobku,obsahuje 2 křesla s polstry a stolek se sklem;/nabytek_doplnky/nahledy/2421.jpg;5990;151755;Sleva 34%;Sedací soupravy malé;Masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm. Barva konstrukce a výpletu je hnědá. Rozměr křesla 76x63x80 cm, nosnost 115 kg Stolek výška 63 cm, průměr stolku 60 cm;1;0;1;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Tazmania medová;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s barvou konstrukce odpovádající fotografii výrobku,obsahuje 2 křesla s polstry a stolek se sklem;/nabytek_doplnky/nahledy/2616.jpg;5990;160088;Sleva 10%;Sedací soupravy malé;Masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm. Barva konstrukce a výpletu je medová. Rozměr křesla 76x63x80 cm, nosnost 115 kg Stolek výška 62 cm, průměr stolku 60 cm;1;0;1;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Torino;Krásná ratanová sedací souprava sestávající se ze dvou křesel, lavice a  stolku se skleněnou deskou. Křesla i lavice jsou velice prostorné a příjemně překvapí měkké naducané polstry.;/nabytek_doplnky/nahledy/3537.jpg;11990;110177;Sleva 42%;Sedací soupravy malé;Barva ratanové konstrukce je hnědá. Hlavní konsrukce je vyrobena ze zdvojených ratanových tyčí pro dosažení vysoké kvality a pevnosti sedací soupravy. Zdvojená konstrukce je také v sedací části pod polstry. Velikost pohovky je 117x74x79 cm, nosnost pohovky je 220 kg Velikost křesla je 66x74x79 cm, nosnost 140 kg. Výška sedu je 43 cm včetně polstru. Průměr stolku se skleněnou deskou je 60 cm, výška stolku je 54 cm. Sedací soupravu pro Vás právě nyní vyrábíme v Indonesii. Skladem a k dodání v České republice bude koncem září 2015, ale objednat si jí můžete již nyní.;1;0;1;;na dotaz;0;;
Ratanová sedací souprava Toscano ratan Croco stolek kulatý;Ratanový nábytek - luxusní ratanová sedací souprava s masivní kostrou z mahagonového dřeva a výpletem z přírodního ratanu Croco.  Polstry se snímatelnými povlaky jsou vyrobeny z kvalitní potahové látky.;/nabytek_doplnky/nahledy/3111.jpg, /nabytek_doplnky/nahledy/2_3111.jpg;29900;541;Sleva 34%;Luxusní sedací soupravy a pohovky;Velikost křesla 68x76x85 cm, nosnost 120 kg. Velikost pohovky je 115x76x85 cm, nosnost pohovky 220 kg. Výška sedu je 45 cm Velikost stolku je: průměr 75 cm, výška 48 cm. Průměr skleněné desky stolku je 60 cm;1;0;1;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta Cognac polstry okrové ;"Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s barvou konstrukce \""cognac\"" obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku";/nabytek_doplnky/nahledy/985.jpg;12900;151481;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce cognac, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta Cognac polstry vínové ;"Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s barvou konstrukce \""cognac\"" obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku";/nabytek_doplnky/nahledy/986.jpg;12900;151485;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce cognac, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá polstry indo;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce , obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/1696.jpg;14900;151456;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá polstry okrové;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce , obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/1693.jpg;12900;151451;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá polstry vínové;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce , obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/1694.jpg;12900;151455;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá small polstry bílé;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce , obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/2473.jpg;7765;151337;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá small polstry červené;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce, obsahuje 2 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/1700.jpg;7765;151332;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá small polstry indo;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce, obsahuje 2 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/1697.jpg;8990;151336;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
Ratanová sedací souprava Wanuta hnědá small polstry modré;Ratanový nábytek - luxusní ratanová sedací souprava je vyrobena z přírodního ratanu s hnědou barvou konstrukce , obsahuje 4 křesla, stolek se sklem a kompletní sadu polstrů dle obrázku výrobku;/nabytek_doplnky/nahledy/2472.jpg;7765;151334;;Sedací soupravy malé;masivní ratanová konstrukce s ratanovým výpletem z proutků průměr 3 mm,barva konstrukce hnědá, rozměr křesla 58x70x98 cm, stolek výška 77 cm, průměr stolku 90 cm, nosnost křesla 120 kg, Soupravu dopravíme Zdarma;0;0;0;Ratan;2 až 3 týdny;0;;
